positions,overall_rating,value_euro,short_passing,positioning,composure,velocidade,finalizacao,drible,fisico
ST,72,2000000.0,67,75,77,66.5,70.0,67.8,65.5
ST,72,3100000.0,63,72,66,66.0,72.33333333333333,63.2,79.5
ST,72,4000000.0,60,71,64,77.0,68.16666666666667,69.2,74.0
"RB,RWB",72,3000000.0,64,70,65,85.0,44.166666666666664,75.0,70.0
ST,72,3000000.0,62,76,70,37.0,75.0,54.2,72.0
"ST,RM,CAM",72,6500000.0,62,73,65,76.5,66.66666666666667,71.0,66.0
ST,72,2000000.0,58,73,62,71.0,68.83333333333333,69.6,74.0
ST,72,2800000.0,62,71,66,72.5,70.5,70.4,71.5
ST,72,3900000.0,62,73,60,67.5,65.66666666666667,65.6,77.5
"RW,CAM,ST,LW",72,4600000.0,66,68,62,80.5,58.333333333333336,80.2,63.5
ST,72,3900000.0,54,78,70,58.5,72.66666666666667,58.6,76.0
"LB,LWB",72,2900000.0,68,63,65,73.0,54.666666666666664,67.0,76.5
"LW,ST",72,5500000.0,68,66,63,84.0,65.66666666666667,75.2,65.0
"CAM,CF",72,3600000.0,76,71,75,58.5,65.0,69.6,59.5
"ST,CAM",72,2800000.0,74,75,68,76.5,69.0,69.6,74.5
"ST,LW,RW,LM",72,2500000.0,70,72,68,73.0,70.83333333333333,67.4,76.0
"RB,RWB",72,3400000.0,66,53,60,89.0,46.333333333333336,65.6,82.0
"LB,LWB",72,2000000.0,71,72,75,77.5,69.83333333333333,74.4,72.0
"CF,CAM,LM",72,3300000.0,64,71,72,71.0,70.16666666666667,71.6,71.0
ST,72,2800000.0,70,73,72,69.0,70.83333333333333,70.2,74.0
"CM,CAM,RW",72,3800000.0,71,72,65,85.0,67.0,79.4,60.0
"RW,LW",72,3900000.0,68,68,70,78.0,59.833333333333336,74.6,49.5
ST,72,3200000.0,69,78,71,58.0,72.83333333333333,67.8,70.5
"ST,CF",72,4000000.0,65,69,60,71.5,70.5,70.0,65.0
ST,72,1400000.0,70,75,77,64.0,70.83333333333333,68.4,74.5
"CAM,CF",72,1600000.0,76,60,73,62.5,64.83333333333333,74.0,61.0
"ST,CF,CAM",72,4000000.0,72,73,72,58.5,68.0,55.4,76.5
"ST,RM",72,4600000.0,70,72,64,85.5,64.83333333333333,68.8,69.5
"RM,RW,LM,LW",72,3300000.0,69,74,65,76.5,62.833333333333336,74.0,62.0
"CAM,ST",72,3800000.0,68,78,76,69.5,72.33333333333333,70.8,69.5
"LW,CAM",72,3300000.0,70,67,75,75.0,63.166666666666664,73.6,56.5
"RM,LM,ST",72,4200000.0,67,66,69,93.0,67.0,71.2,72.5
"LWB,LB,LM",72,2900000.0,68,70,59,77.0,46.833333333333336,70.0,70.0
ST,72,,60,76,70,71.0,68.0,66.8,67.0
"CAM,CF",72,2900000.0,73,71,81,69.0,61.666666666666664,73.2,62.5
"RM,LM,CAM,ST",72,2700000.0,68,66,69,80.0,63.166666666666664,72.8,73.0
ST,72,4200000.0,58,77,68,67.5,68.0,61.2,70.0
"ST,RM",72,4900000.0,66,72,64,91.0,63.333333333333336,76.8,71.0
"LB,LWB,LM",72,3000000.0,70,64,70,79.5,50.5,72.2,82.5
"ST,CAM",72,4300000.0,70,76,60,76.5,61.666666666666664,73.4,60.0
ST,72,2800000.0,68,73,71,66.5,72.16666666666667,74.2,64.0
"RB,RWB",72,1700000.0,69,71,72,80.0,58.833333333333336,74.4,72.0
"CF,CAM,ST",72,3700000.0,75,74,71,53.0,68.33333333333333,67.8,71.0
ST,72,3000000.0,65,76,74,60.5,69.5,65.2,75.5
ST,72,4000000.0,64,72,60,63.0,70.33333333333333,65.0,74.0
ST,72,1600000.0,65,75,71,79.0,67.0,71.2,71.0
ST,72,3300000.0,72,68,66,75.5,73.0,67.0,81.5
"LM,LB,LW",72,5000000.0,73,58,59,78.0,53.5,73.4,60.0
"LW,CAM",72,3300000.0,69,70,58,76.5,58.0,81.0,42.0
"RB,LB,ST",72,2400000.0,63,56,54,82.5,50.333333333333336,65.0,76.0
ST,72,2800000.0,68,77,73,72.0,70.83333333333333,73.4,67.5
"CAM,LW",72,4400000.0,70,69,73,75.0,62.0,69.6,74.5
"LW,RW,ST",72,4600000.0,60,70,71,89.5,63.5,79.0,73.0
"LWB,LB,LM",72,3400000.0,75,71,69,71.0,58.666666666666664,69.0,76.0
ST,72,1100000.0,70,80,80,31.5,75.66666666666667,58.0,51.5
"LM,RM,ST,CAM",72,2400000.0,70,70,63,84.5,66.33333333333333,79.0,54.0
LW,72,3900000.0,70,71,70,74.0,66.16666666666667,72.4,65.5
ST,72,3700000.0,59,74,68,75.5,70.83333333333333,66.2,78.0
"RB,CB,RWB",72,2400000.0,65,55,62,64.0,54.166666666666664,61.8,80.5
"RM,ST,CAM",72,4600000.0,74,68,68,68.5,64.0,79.6,35.0
ST,72,4200000.0,59,70,66,73.0,70.66666666666667,62.0,71.5
"CAM,ST",72,4100000.0,73,72,74,68.5,68.66666666666667,71.6,82.5
ST,72,3200000.0,57,80,66,75.0,67.33333333333333,66.8,63.5
ST,72,3000000.0,66,73,70,75.0,70.83333333333333,66.2,75.5
"LM,LW,ST",72,3700000.0,62,70,68,90.0,61.0,76.4,68.5
ST,72,4000000.0,60,72,68,76.5,68.5,68.8,74.5
"CDM,RWB",72,4800000.0,70,65,74,79.0,47.833333333333336,75.6,77.0
"RM,ST",72,4200000.0,69,66,61,83.0,66.66666666666667,77.4,59.0
"ST,LW,CAM",72,4400000.0,70,75,55,74.0,67.16666666666667,74.8,54.0
"ST,LM",72,4400000.0,63,76,66,80.5,68.16666666666667,79.0,70.5
"LB,LWB,LM",72,2500000.0,74,64,74,73.5,63.333333333333336,72.6,66.0
"ST,RM,LM",72,3300000.0,70,73,66,78.0,68.33333333333333,72.0,64.5
"CAM,ST,LW",72,1600000.0,74,72,71,69.0,68.0,69.4,56.0
ST,72,3100000.0,74,77,69,71.0,65.83333333333333,64.2,71.0
ST,72,3200000.0,66,70,72,71.0,70.5,71.8,71.5
ST,72,3000000.0,70,70,80,66.5,73.83333333333333,63.0,74.5
"CAM,CF,RW",72,1600000.0,78,61,79,66.0,65.33333333333333,71.6,59.0
"RM,RW",72,3300000.0,71,72,61,90.5,63.166666666666664,71.0,70.5
RW,72,5500000.0,59,64,60,89.5,55.333333333333336,76.2,48.5
"LW,RW,ST",72,5000000.0,68,66,72,89.0,62.833333333333336,75.8,70.5
ST,72,4100000.0,65,71,65,67.0,70.16666666666667,63.6,79.0
"LM,RM,ST",72,4800000.0,67,68,63,88.0,55.0,77.6,55.0
ST,72,3300000.0,70,72,71,70.0,71.5,70.0,63.0
"RM,CAM,RW",72,4200000.0,71,72,66,75.5,49.5,71.0,62.5
ST,72,3400000.0,70,70,72,81.5,68.5,73.2,67.5
"LM,RM,ST,CAM",72,4100000.0,71,72,52,72.5,66.0,71.6,70.5
ST,72,4300000.0,69,73,64,59.5,73.66666666666667,68.4,54.0
"RW,RM",72,3800000.0,73,67,64,86.0,59.833333333333336,70.8,67.0
"CAM,CM,CF,RM",72,4100000.0,72,76,73,59.5,66.83333333333333,70.6,72.5
"RW,CAM",72,3700000.0,68,66,71,76.5,59.5,74.2,53.0
"CM,CF",72,3600000.0,75,72,71,77.5,58.833333333333336,81.4,69.0
ST,72,4200000.0,61,73,68,73.0,68.5,67.8,65.5
ST,72,3700000.0,66,76,70,74.5,68.66666666666667,74.2,67.0
"RB,RWB",72,2000000.0,59,62,67,74.5,50.166666666666664,68.2,79.0
ST,73,3600000.0,64,72,70,78.5,68.83333333333333,66.8,67.0
"ST,LW,CAM",73,3600000.0,74,70,65,69.5,71.0,74.6,51.5
ST,73,4800000.0,64,73,64,85.5,68.16666666666667,66.6,83.5
"RB,RM,RWB",73,3200000.0,73,73,71,78.0,65.0,75.8,76.0
"ST,RM",73,,68,73,76,78.5,67.83333333333333,75.8,87.5
"ST,LM",73,3600000.0,65,74,80,83.5,61.5,76.4,77.0
"LW,RW",73,5000000.0,66,70,65,90.5,54.5,76.8,60.5
ST,73,2500000.0,69,78,78,71.0,73.16666666666667,64.4,70.0
ST,73,2500000.0,66,73,78,64.5,75.16666666666667,69.6,68.5
"ST,CF",73,5000000.0,71,77,66,81.0,69.16666666666667,79.2,71.5
"LM,RM,ST",73,5500000.0,66,71,73,91.5,67.83333333333333,78.2,59.0
"RM,ST",73,3800000.0,66,72,69,89.0,68.16666666666667,74.6,72.0
ST,73,3200000.0,66,82,73,60.5,72.83333333333333,68.6,70.0
ST,73,4900000.0,70,74,68,68.5,72.83333333333333,64.4,73.0
"RM,ST",73,4900000.0,66,75,58,85.0,61.5,70.6,73.0
"LM,CAM,ST",73,8500000.0,74,68,75,84.0,58.166666666666664,78.4,54.0
"RB,RWB",73,3000000.0,73,54,67,73.0,55.666666666666664,68.6,70.0
"ST,CF",73,6000000.0,69,72,65,78.0,71.0,73.4,55.0
"LM,LW",73,3800000.0,74,66,73,65.5,65.16666666666667,70.0,67.0
"LM,LW",73,5000000.0,69,70,71,83.0,60.833333333333336,78.0,61.5
ST,73,3900000.0,59,74,66,71.5,73.83333333333333,64.0,72.5
"LM,LW,RM",73,5000000.0,72,67,62,76.0,58.5,69.6,68.0
"RM,ST",73,5000000.0,75,67,70,74.5,64.66666666666667,73.8,69.5
"RB,RWB",73,3200000.0,62,53,68,87.0,46.0,61.2,75.0
"ST,RWB,RM",73,3900000.0,66,75,67,88.0,70.66666666666667,67.6,84.0
"RM,RW",73,4900000.0,68,72,59,87.5,57.166666666666664,70.2,76.5
"RW,LW",73,4000000.0,64,71,71,90.5,62.0,76.6,66.5
"LM,CM,LWB",73,4000000.0,70,68,75,80.5,67.5,68.2,79.0
ST,73,5000000.0,64,67,59,81.0,71.5,71.2,74.0
"ST,LW,RW",73,4000000.0,65,74,70,65.0,70.66666666666667,63.8,82.5
"ST,RM,LM",73,4700000.0,62,74,74,77.0,72.0,73.8,74.5
"ST,CF",73,5500000.0,71,76,60,71.0,68.5,71.6,56.0
"ST,RW",73,5500000.0,70,75,66,77.0,70.83333333333333,74.4,68.5
"CF,ST,LM",73,5500000.0,69,74,67,75.5,63.166666666666664,78.2,56.5
ST,73,3900000.0,66,75,74,61.5,73.0,68.0,69.5
ST,73,3600000.0,69,77,72,38.0,73.33333333333333,65.4,77.0
"CAM,ST",73,5000000.0,70,74,73,75.5,64.33333333333333,76.2,61.5
ST,73,4300000.0,62,70,72,72.0,71.83333333333333,69.0,72.0
"RB,RWB",73,3200000.0,66,49,66,71.0,49.0,68.6,76.0
"ST,RW",73,4800000.0,67,72,70,77.5,68.5,76.2,74.0
"RM,ST",73,4200000.0,69,77,64,73.0,71.83333333333333,66.4,84.5
"ST,RM,LW",73,6500000.0,68,70,61,87.0,67.16666666666667,77.0,67.5
"CAM,LM,RM,RW",73,3900000.0,73,74,66,68.0,65.33333333333333,74.6,66.0
ST,73,7000000.0,68,70,68,85.0,68.66666666666667,72.2,73.0
ST,73,2500000.0,64,75,73,63.0,71.5,62.6,69.5
"CAM,LM,ST,RM",73,3500000.0,70,73,80,66.5,71.83333333333333,72.6,78.0
"LW,CM,CAM",73,4900000.0,76,73,70,76.0,61.833333333333336,75.0,65.5
"LM,LW",73,4000000.0,69,68,74,83.5,66.5,73.8,61.5
"CAM,ST,CF",73,3800000.0,77,77,69,80.5,61.0,72.8,59.5
"RM,ST",73,4300000.0,68,70,73,86.0,64.83333333333333,74.0,65.0
"ST,RW,LM,LW",73,5500000.0,77,74,67,78.0,67.66666666666667,79.4,56.0
"CB,RB,RWB",73,3000000.0,75,67,70,75.5,59.833333333333336,72.2,74.0
"LM,LW,ST",73,4900000.0,68,70,67,89.5,70.83333333333333,67.8,80.5
ST,73,,69,73,68,62.5,74.66666666666667,66.4,72.5
"CB,LB,LWB",73,1200000.0,61,62,81,59.5,64.66666666666667,55.6,84.0
"LW,RW",73,7000000.0,68,73,71,84.0,59.833333333333336,74.4,68.5
"RW,RM",73,4300000.0,73,76,76,74.5,63.833333333333336,72.8,70.0
"CAM,RM,ST",73,5000000.0,76,72,65,68.5,71.0,67.6,71.5
"ST,LM",73,2100000.0,73,68,71,74.5,69.0,76.2,65.5
"RW,RM",73,4200000.0,67,67,69,88.5,55.333333333333336,80.2,54.5
ST,73,4000000.0,63,78,69,73.0,66.0,65.0,76.0
"RW,LW",73,4200000.0,71,68,71,91.0,57.833333333333336,74.6,58.0
"ST,LM",73,3600000.0,66,65,55,88.5,70.33333333333333,64.6,81.5
"CAM,ST,CM",73,5500000.0,72,68,69,86.0,59.666666666666664,77.6,77.0
"RB,RWB,RM",73,3800000.0,69,67,73,81.0,49.5,72.0,70.0
"ST,CF,CAM",73,3900000.0,68,73,72,82.0,69.0,81.0,69.5
"LW,ST,LM",73,5500000.0,72,73,69,79.0,64.16666666666667,74.0,57.0
"CAM,LW,CM",73,5000000.0,72,68,67,73.0,63.166666666666664,77.8,51.0
ST,73,4700000.0,61,72,76,76.0,74.33333333333333,69.6,82.0
"LM,ST,CAM",73,6000000.0,74,69,70,72.5,66.66666666666667,74.2,73.0
"LM,ST",73,4800000.0,76,72,76,65.5,69.0,75.8,70.0
"CM,ST",73,3800000.0,75,81,77,47.0,76.66666666666667,67.2,76.5
"RW,RM",73,7000000.0,76,62,74,78.0,63.0,73.8,65.0
"RM,LM,LW",73,4200000.0,72,72,68,78.0,70.0,65.8,77.5
"LB,LWB",73,3000000.0,66,66,66,72.5,53.333333333333336,65.8,76.0
ST,73,4300000.0,58,81,68,61.0,74.16666666666667,65.2,76.5
ST,73,2500000.0,66,76,74,59.5,71.5,63.0,69.0
ST,73,3600000.0,65,74,73,81.5,71.0,69.0,66.0
"LM,LW",73,4700000.0,67,69,62,90.5,56.0,79.2,46.5
"CAM,RM,RW",73,3100000.0,73,67,65,84.5,65.0,73.8,52.5
"LM,ST",73,3800000.0,70,70,70,76.0,68.16666666666667,77.8,60.5
"RW,CAM",73,4300000.0,67,72,67,78.5,60.166666666666664,77.0,61.0
"RW,LW,LM",73,5500000.0,68,70,64,80.5,65.66666666666667,77.2,65.5
"RB,RWB",73,3800000.0,69,63,73,81.5,46.666666666666664,72.8,71.5
ST,73,3900000.0,64,72,69,67.5,72.16666666666667,67.8,81.5
"ST,RW,CAM",73,4000000.0,69,72,68,80.5,70.33333333333333,76.8,71.5
"LB,LWB",73,3700000.0,75,69,65,76.0,59.0,72.8,68.5
"LM,RM,LW,CM",73,4900000.0,75,65,68,82.5,62.833333333333336,72.8,60.5
"ST,CF,LW",73,,66,79,70,69.0,73.16666666666667,68.2,72.0
"ST,LM",73,5000000.0,65,73,69,76.0,70.5,72.2,69.0
ST,73,5000000.0,57,79,61,59.0,71.33333333333333,63.2,71.0
"ST,LW",73,5000000.0,67,72,71,92.5,66.0,76.8,68.5
"LM,RM,RWB",73,3900000.0,73,70,68,83.0,65.66666666666667,70.4,77.5
"RB,RWB",73,3300000.0,72,70,68,84.5,58.666666666666664,73.8,76.0
"CF,CAM,ST,LW",73,4100000.0,72,72,72,86.0,62.833333333333336,81.0,50.0
"ST,RM",73,5000000.0,64,71,58,80.5,69.16666666666667,70.8,73.5
"CB,LWB",73,2700000.0,68,45,69,72.0,50.0,68.4,72.5
"ST,RM",73,2500000.0,69,74,64,75.0,68.5,71.0,73.5
"LWB,LB",73,3300000.0,67,57,65,71.0,42.833333333333336,68.2,74.0
"RB,RWB",73,2600000.0,68,68,63,78.5,56.166666666666664,72.0,71.5
ST,73,4800000.0,68,75,71,68.5,70.5,68.6,67.0
"ST,RM",73,4300000.0,66,72,69,80.5,69.16666666666667,69.4,73.0
"CF,CAM",73,5500000.0,73,73,80,77.5,61.666666666666664,74.4,64.0
ST,73,3600000.0,61,74,74,66.5,71.66666666666667,62.6,73.5
ST,73,4100000.0,68,73,70,72.5,69.66666666666667,68.2,78.5
"ST,RM",73,4800000.0,70,71,63,84.5,69.5,77.2,66.5
"LWB,LB",73,3000000.0,70,62,70,72.0,62.166666666666664,72.0,68.5
ST,73,3200000.0,66,77,72,55.0,75.5,63.0,76.5
"LW,LM,RM",73,3100000.0,71,71,73,81.5,68.33333333333333,75.2,62.0
"CAM,CF",73,,73,65,73,80.5,55.666666666666664,76.4,45.0
"RW,LW,LM",73,3800000.0,72,68,65,77.5,64.83333333333333,77.8,70.0
ST,73,5500000.0,71,76,66,90.0,64.33333333333333,83.6,59.5
ST,73,4000000.0,71,81,75,60.0,74.83333333333333,71.4,72.0
"LW,LM,RW",73,7000000.0,70,65,70,89.0,51.0,78.0,60.0
"RB,RWB",73,4600000.0,67,64,65,72.5,43.0,68.8,68.0
"ST,LM,RM",73,2100000.0,74,77,61,73.5,71.16666666666667,70.4,72.0
ST,73,4300000.0,77,72,74,69.5,72.66666666666667,69.4,68.0
ST,73,3900000.0,71,77,70,38.0,75.16666666666667,61.2,72.5
"RW,LW,LM",73,3800000.0,71,70,59,82.5,62.666666666666664,76.6,64.0
"RW,RM",73,3500000.0,66,74,73,80.5,68.16666666666667,76.0,72.0
"ST,CAM,LM,CF",73,4800000.0,63,74,66,74.0,68.83333333333333,76.0,64.5
ST,73,3600000.0,62,75,68,81.5,70.83333333333333,70.6,67.5
ST,74,7000000.0,67,72,74,76.0,73.16666666666667,72.4,69.5
ST,74,5500000.0,65,70,72,77.5,73.16666666666667,76.0,68.5
"LM,LW,LB",74,7500000.0,72,72,66,78.0,62.333333333333336,72.2,78.0
ST,74,8000000.0,55,76,74,69.5,70.33333333333333,69.2,75.5
"RB,RWB",74,4400000.0,73,68,60,94.5,64.5,75.0,77.0
"LB,LWB",74,6000000.0,67,68,64,82.5,62.0,74.6,77.0
"ST,RW",74,6500000.0,71,73,70,63.0,72.66666666666667,68.2,75.5
"RB,RWB",74,4300000.0,74,65,66,72.0,60.5,69.4,81.0
"RW,RM",74,7000000.0,69,74,78,90.0,61.666666666666664,79.2,55.0
"LM,RM,CAM,ST",74,6000000.0,68,71,69,79.0,66.0,71.0,76.0
ST,74,6500000.0,67,81,72,68.0,70.33333333333333,59.6,81.0
"RB,RWB",74,6500000.0,69,59,68,76.0,49.833333333333336,72.8,70.5
"CAM,LM,CM,ST",74,5500000.0,74,72,69,77.5,69.5,71.4,71.0
"CAM,LM,LW",74,6500000.0,75,69,61,73.0,63.5,78.0,61.5
"RW,RB",74,3400000.0,72,71,69,83.5,63.5,78.4,74.0
"LW,LM,RM",74,5500000.0,69,69,74,82.0,63.166666666666664,75.4,72.0
"RM,CM,RW",74,8500000.0,77,64,65,75.0,57.666666666666664,72.6,72.5
"RM,RW",74,7500000.0,73,71,68,80.5,60.0,76.4,68.0
"ST,RM,LM",74,8000000.0,64,74,63,88.5,66.83333333333333,78.0,70.0
"ST,RM,LM",74,3000000.0,67,71,74,75.5,71.66666666666667,70.6,75.5
ST,74,5500000.0,63,73,69,70.0,71.83333333333333,67.4,77.5
"ST,RM",74,5500000.0,74,75,69,71.0,67.66666666666667,72.4,77.5
ST,74,8000000.0,62,73,63,71.5,71.0,62.2,76.5
ST,74,5000000.0,76,77,74,86.0,67.0,79.6,67.5
"RM,RW,LM,LW",74,7000000.0,68,72,66,88.0,58.333333333333336,78.4,56.5
"RWB,RB",74,6500000.0,72,57,63,79.5,49.166666666666664,70.6,68.5
"LB,LWB",74,6000000.0,72,71,56,79.5,63.166666666666664,76.2,64.5
"RW,LW",74,8500000.0,72,68,66,84.0,57.166666666666664,80.2,50.5
"LW,ST",74,6000000.0,71,71,70,88.0,66.66666666666667,80.4,64.0
ST,74,5500000.0,71,75,68,53.0,71.66666666666667,58.6,78.0
"RW,RM",74,8500000.0,66,60,70,96.5,54.666666666666664,79.6,78.0
"ST,RM",74,5500000.0,65,72,72,79.5,74.16666666666667,75.4,75.0
"CAM,LM,CF",74,,71,71,72,75.0,64.16666666666667,78.4,47.5
"ST,CAM",74,5500000.0,68,76,69,71.0,70.66666666666667,67.0,81.5
ST,74,5000000.0,62,73,76,80.0,70.33333333333333,77.0,72.0
"CAM,CF,RW",74,,73,72,77,76.5,59.0,71.8,71.0
"LM,LW,RM,RW",74,9500000.0,74,74,66,83.0,63.666666666666664,74.8,72.5
ST,74,9000000.0,64,73,61,80.0,70.16666666666667,64.2,79.0
"RW,LW",74,7500000.0,68,73,73,83.5,69.66666666666667,80.8,49.0
"LW,LM",74,7500000.0,70,73,66,87.0,57.666666666666664,81.4,59.5
"LWB,LB",74,5000000.0,67,68,70,86.0,55.0,77.2,75.0
"ST,LW",74,6000000.0,67,75,71,81.5,69.5,71.6,76.5
ST,74,4500000.0,66,84,72,58.0,72.33333333333333,61.2,75.0
ST,74,6000000.0,70,70,71,63.5,71.16666666666667,63.0,79.0
ST,74,2000000.0,68,77,76,64.5,72.66666666666667,69.8,61.0
"LM,RM,ST",74,8500000.0,62,70,59,90.5,67.83333333333333,80.4,65.0
"LW,ST,RW",74,6000000.0,71,77,76,73.5,71.66666666666667,66.4,59.5
ST,74,3500000.0,67,75,71,72.5,70.33333333333333,69.8,80.0
"RW,CAM,RM",74,8000000.0,71,70,64,81.0,65.16666666666667,71.8,69.0
ST,74,6500000.0,67,77,70,78.5,70.16666666666667,71.4,75.5
"ST,RM,LM",74,6000000.0,66,79,70,74.5,70.66666666666667,74.2,70.0
ST,74,5500000.0,66,76,60,64.5,72.5,59.2,77.0
ST,74,5500000.0,65,80,70,75.0,71.33333333333333,68.6,71.0
ST,74,8000000.0,68,74,67,80.5,68.33333333333333,73.4,73.0
"ST,LW",74,8000000.0,63,73,59,76.0,69.66666666666667,66.6,71.0
ST,74,5500000.0,69,77,73,52.0,77.66666666666667,56.8,85.5
ST,74,8000000.0,67,80,68,71.5,66.0,67.2,76.0
"ST,CF",74,7500000.0,61,74,80,78.5,67.83333333333333,68.6,78.0
"RW,RM,CF,CAM",74,8500000.0,68,79,69,78.5,69.83333333333333,73.6,76.0
"RM,RW,CM",74,7500000.0,67,72,69,82.5,62.666666666666664,73.4,72.5
ST,74,5000000.0,63,78,69,63.5,71.0,59.4,73.0
"RM,ST",74,6500000.0,67,71,62,93.5,65.5,77.8,69.0
"LM,LW",74,,76,73,75,73.0,63.333333333333336,73.6,66.5
ST,74,4500000.0,73,74,72,71.0,72.0,71.0,71.5
"ST,LM",74,7000000.0,68,74,71,78.0,70.83333333333333,70.6,75.5
"CAM,ST,LM,RM",74,8000000.0,77,69,62,73.0,66.66666666666667,75.4,57.0
ST,74,6500000.0,69,78,72,71.5,70.66666666666667,69.2,76.5
ST,74,5500000.0,65,74,73,49.5,76.16666666666667,64.8,80.0
ST,74,4500000.0,69,75,74,75.0,72.5,74.6,75.0
ST,74,7500000.0,66,75,68,81.0,71.0,71.0,71.0
"CF,CAM,CM,ST",74,8000000.0,73,77,76,76.0,70.16666666666667,76.0,70.0
"CAM,LM,LW,CM",74,7000000.0,74,65,66,80.5,56.666666666666664,77.8,52.5
"RW,RM",74,7500000.0,71,72,69,78.5,72.33333333333333,68.6,74.5
"LW,ST",74,6000000.0,73,74,72,77.0,73.0,74.6,63.0
"RB,RWB,RM",74,4300000.0,71,64,74,74.0,59.833333333333336,75.4,67.0
"LB,LM,LWB",74,4400000.0,75,64,74,84.0,56.666666666666664,76.0,69.5
ST,74,6000000.0,66,79,70,78.5,70.66666666666667,75.8,64.5
"CAM,ST,LW",74,6000000.0,76,72,74,71.5,66.33333333333333,76.0,47.0
"ST,CF",74,6000000.0,61,71,77,82.5,72.66666666666667,75.8,62.5
"ST,CAM,CF",74,6000000.0,73,75,74,80.0,70.33333333333333,76.8,65.0
"LM,RM,ST,LW",74,4900000.0,70,69,71,87.0,67.5,76.4,67.0
"CF,ST,CAM",74,7500000.0,74,69,69,86.5,62.5,81.8,64.0
ST,74,6000000.0,71,74,74,54.5,76.66666666666667,65.6,74.0
RW,74,5500000.0,75,69,68,76.5,67.5,80.6,70.0
"LM,RM,LW,ST",74,,69,77,63,81.0,67.16666666666667,73.8,71.5
ST,74,7500000.0,64,75,69,84.0,68.66666666666667,77.6,71.0
"CAM,LW",74,7500000.0,70,65,67,86.5,66.83333333333333,76.2,67.5
"CAM,LW",74,6500000.0,74,67,71,75.5,63.666666666666664,76.6,60.0
"LW,CAM,LM,CM",74,6500000.0,79,74,70,59.0,73.66666666666667,72.4,78.5
ST,74,9000000.0,69,72,66,68.5,71.83333333333333,70.2,70.5
ST,74,7500000.0,63,74,76,58.0,75.66666666666667,60.8,70.5
"ST,CF,CAM",74,2600000.0,66,84,80,35.0,77.0,58.2,62.0
ST,74,1600000.0,75,81,86,36.0,75.5,70.2,63.5
"LW,RW",74,6000000.0,72,75,78,65.5,70.83333333333333,74.0,69.5
"RW,ST",74,5500000.0,73,71,66,81.0,70.16666666666667,72.4,68.0
"LW,ST,RW",74,8500000.0,67,69,64,84.5,60.0,82.6,52.0
ST,74,6000000.0,61,70,62,60.5,77.16666666666667,62.4,75.5
ST,74,9000000.0,68,76,75,73.0,70.16666666666667,68.6,71.5
"RW,CAM",74,6500000.0,66,71,71,82.5,64.16666666666667,76.0,69.5
"LB,LWB",74,6000000.0,62,61,59,88.5,46.333333333333336,71.4,80.0
"LM,LW,RM",74,5500000.0,68,76,74,86.5,68.83333333333333,76.4,75.5
ST,74,7000000.0,67,75,70,79.5,70.66666666666667,74.4,73.5
"RB,RWB",74,3700000.0,73,45,74,69.0,50.333333333333336,71.8,69.0
RW,74,7000000.0,66,72,70,86.0,63.166666666666664,77.6,63.5
ST,74,8000000.0,60,72,67,76.5,69.83333333333333,73.8,73.0
ST,74,6000000.0,66,75,68,81.0,70.5,73.4,69.0
ST,74,6000000.0,70,78,62,58.5,72.83333333333333,67.0,71.0
"CM,RW",74,8000000.0,81,67,70,71.0,54.5,77.2,67.5
"CAM,ST",74,7500000.0,74,71,68,70.5,63.833333333333336,75.2,47.0
"RW,LW",74,7500000.0,68,75,71,85.5,59.333333333333336,76.6,69.0
"RW,CM",74,10000000.0,72,72,68,79.5,67.66666666666667,76.6,57.0
"ST,LW,CAM",74,5500000.0,76,74,73,68.5,73.5,70.4,73.0
"ST,CM,RB",74,7500000.0,67,74,58,75.5,66.33333333333333,67.2,86.5
"CM,LWB",74,5000000.0,80,74,72,67.0,69.83333333333333,68.0,69.5
ST,74,5500000.0,68,75,70,59.5,71.33333333333333,65.8,76.5
ST,74,7000000.0,70,76,56,74.0,69.5,67.0,75.5
"ST,CAM",74,3000000.0,73,77,70,58.5,72.33333333333333,74.0,53.0
"CAM,ST",74,2800000.0,72,73,72,70.5,75.83333333333333,74.8,60.0
"LB,LWB",74,6500000.0,70,66,66,77.0,61.333333333333336,72.4,71.5
"RM,ST",74,7000000.0,67,72,67,86.5,68.66666666666667,76.0,67.0
"CAM,LW,RW",74,5500000.0,75,66,75,71.5,63.833333333333336,75.8,60.5
"LW,LM,RM",74,5500000.0,68,71,68,87.5,68.66666666666667,77.8,61.5
ST,74,5500000.0,65,78,77,53.5,73.66666666666667,65.8,70.0
"ST,LM,LW",74,6500000.0,68,74,77,91.5,69.33333333333333,76.8,64.5
"RB,RWB,RM",74,5500000.0,76,68,72,73.0,44.666666666666664,75.4,68.0
ST,74,6000000.0,62,73,69,73.0,71.83333333333333,69.2,69.5
ST,74,6000000.0,59,77,80,74.0,70.5,71.8,68.0
LW,74,5500000.0,68,66,74,88.5,57.5,81.4,58.5
"RM,RW",74,7000000.0,74,69,76,73.5,70.16666666666667,81.2,47.0
"LM,LW,RM",74,5500000.0,73,72,73,79.5,71.33333333333333,81.4,59.5
"LM,RM,ST",74,7500000.0,71,72,63,80.5,70.33333333333333,76.8,66.0
"RM,RWB,RB",74,8000000.0,69,69,55,83.0,53.0,75.8,51.5
"RM,ST",75,9500000.0,68,75,72,83.5,61.833333333333336,75.0,68.5
ST,75,8000000.0,72,70,56,61.0,75.33333333333333,70.8,61.0
